lang,dtime,vlang,pcommit,op,ttype,mtype,memory,allocs,tmin,tmax,tmedian,tmean,tstddev
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,diag,Float32,small,21552,429,73639,4676178,75640,88330.8642,123261.71909316024
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,diag,Float32,large,123248,1409,264571,5061514,273016.5,321528.5101,260725.9905309774
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,diag,Float32,huge,2277264,4899,1521447,423581633,1639930,2220968.117121144,8944096.823898613
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,diag,Float64,tiny,1760,37,5798.333333333333,1059559,6121.75,8260.360116666667,17814.965916753416
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,diag,Float64,medium,78048,919,169813,6981048,175073,209254.6882,217411.34830528733
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,diag,Float64,small,24096,429,74256,5556665,78847,97287.1547,147011.7543286313
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,diag,Float64,large,182704,1409,275341,6430826,296982.5,381972.2796,321150.4742239812
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,diag,Float64,huge,4335168,4919,1655501,396692272,1757550,2374996.14851958,8650897.912100382
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,diag,Complex{Float32},tiny,1760,37,6305.833333333333,890542.1666666666,6581.166666666667,8198.016033333333,15349.980416557344
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,diag,Complex{Float32},medium,78048,919,177945,6447219,193046,279220.8857,263758.9132942389
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,diag,Complex{Float32},small,24096,429,79169,7057446,87921,121963.7162,144225.7491454474
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,diag,Complex{Float32},large,182704,1409,292659,6058331,310999.5,399327.3806,335965.4897689799
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,diag,Complex{Float32},huge,4335168,4919,1950196,488461188,3191126,3683162.932442465,13285176.047749134
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,starandcontract,Complex{Float64},medium,576,1,3027017,6957925,3461669,3656619.009530792,585803.4920464242
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,starandcontract,Complex{Float64},small,240,1,39548,168276,42685,47884.1337,11143.163441517527
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,starandcontract,Complex{Float64},large,1808,1,443948366,514417547,465585329,473682019.8181818,24412344.77027525
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,starandcontract,Complex{Float64},tiny,112,1,160,3247,204,226.6766,81.07499076689918
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,starandcontract,Float32,medium,208,1,2146082,4849409,2465277,2701842.3336950624,557697.6352024344
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,starandcontract,Float32,small,128,1,30076,212039,30878.5,34691.2047,8204.562966236812
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,starandcontract,Float32,large,496,1,305997079,401348349,335486600,341241331.8666667,24944833.95286892
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,starandcontract,Float32,tiny,96,1,133,9867,153,158.4729,104.84943207252289
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,starandcontract,Float64,medium,336,1,2148586,4772061,2407040,2597910.3972888426,510712.7326265716
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,starandcontract,Float64,small,160,1,30125,92340,31460.5,36996.5836,9299.18897630179
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,starandcontract,Float64,large,896,1,328313412,365976918,338769671,341975454.8666667,12080068.812000822
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,starandcontract,Float64,tiny,96,1,145,13340,174,212.3736,233.54093422746254
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,starandcontract,Complex{Float32},medium,336,1,3287687,7611520,3917778.5,4256693.7849829355,847554.3591827572
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,starandcontract,Complex{Float32},small,160,1,41629,158984,46136,51642.5428,14964.471701456703
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,starandcontract,Complex{Float32},large,896,1,445071807,541829813,477986135,482040914.8181818,27748018.521729432
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,starandcontract,Complex{Float32},tiny,96,1,162,13301,185,212.6752,225.79306268279274
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,star,Complex{Float64},medium,432080,2,4002587,8619582,4366271,4568248.058554437,609191.2806493434
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,star,Complex{Float64},small,16128,1,52441,172758,57187.5,61716.5035,13452.169086310965
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,star,Complex{Float64},large,16000080,2,532590639,582448777,561902391,559802364,20075343.12366103
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,star,Complex{Float64},tiny,208,1,143.492252681764,5449.829558998808,152.65196662693683,192.86594588796186,194.2706711470023
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,star,Float32,medium,108112,2,3173780,6850061,3577342.5,3752639.132330827,550024.2258594766
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,star,Float32,small,4160,1,41779,177277,45119.5,50460.8122,11830.086970952714
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,star,Float32,large,4000080,2,422915943,480051693,445597395,451002529.5833333,19795252.695268776
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,star,Float32,tiny,112,1,123.19487750556793,6107.366369710468,129.88418708240533,161.91831948775058,275.97004737004715
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,star,Float64,medium,216080,2,3184e3,7314732,3565959.5,3779112.653030303,625840.3479639128
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,star,Float64,small,8128,1,40707,147049,45090,46561.4154,9071.567466566783
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,star,Float64,large,8000080,2,425009669,450636118,431296169.5,432978518.75,6755847.51996635
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,star,Float64,tiny,144,1,123.70647321428571,2168.440848214286,133.61160714285714,149.52844620535714,118.18601392614391
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,star,Complex{Float32},medium,216080,2,4110352,7941145,4280383,4480109.990134529,408617.02665527613
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,star,Complex{Float32},small,8128,1,51765,173412,55330,62373.0364,16846.39389553157
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,star,Complex{Float32},large,8000080,2,547075832,567225008,554065423.5,554980754.8,5863190.541042797
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,star,Complex{Float32},tiny,144,1,137.47596153846155,2319.512019230769,147.6033653846154,163.94494471153845,123.01042659340777
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,outer,Complex{Float64},medium,100000384,7,40010904,92733028,43327236,44124643.35964912,5328755.102034263
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,outer,Complex{Float64},small,160384,7,19298,1445344,21968,31514.8437,91642.35680238315
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,outer,Complex{Float64},large,1600000384,7,632559635,748838871,697068917,695258986,36439456.317426205
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,outer,Complex{Float64},tiny,640,6,239.08943089430895,9955.10298102981,252.77371273712737,348.12505907859077,785.5848032236272
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,outer,Float32,medium,25000384,7,6796324,18269088,11639712,10383181.133056134,2241207.33673553
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,outer,Float32,small,40384,7,14870,1623974,15269,18766.0465,59095.5481343533
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,outer,Float32,large,400000384,7,161771203,212041037,164702445,168812512.26666668,12963300.28106937
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,outer,Float32,tiny,448,6,228.62637362637363,10400.085714285715,239.1978021978022,323.770047032967,850.7486558930968
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,outer,Float64,medium,50000384,7,21069473,72986479,22782361,23275250.81395349,3937636.4822618063
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,outer,Float64,small,80384,7,15092,1498741,16139,22129.4689,72585.92649158167
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,outer,Float64,large,800000384,7,306139231,362797204,311969733.5,322037114.3125,20452457.12984453
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,outer,Float64,tiny,512,6,229.23972602739727,9281.01598173516,241.09817351598173,326.42533082191784,733.9884501773034
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,outer,Complex{Float32},medium,50000384,7,28083826,79325203,29570700,30058627.173652694,4393395.900824756
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,outer,Complex{Float32},small,80384,7,25968,1446227,26414,32505.9014,75335.32978763747
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,outer,Complex{Float32},large,800000384,7,397736957,459263876,405046976.5,419559636.8333333,23362297.065811224
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,outer,Complex{Float32},tiny,512,6,254.8507042253521,10742.554929577465,268.39154929577467,354.8216388732394,826.9522892742555
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,batchmul,Complex{Float64},medium,2244816,109,787369,476654822,848183,1353010.3053206003,7907969.2207457805
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,batchmul,Complex{Float64},small,28464,98,22748,2994516,23857,28634.6009,78031.48268054856
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,batchmul,Complex{Float64},large,224004816,109,488079062,600504932,560947725,560969396.6666666,32368863.694265522
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,batchmul,Complex{Float64},tiny,5712,98,16239,3751162,16976,18381.8078,37539.06390369818
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,batchmul,Float32,medium,564816,109,250544,443080947,317301.5,488558.217,4468047.20894766
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,batchmul,Float32,small,10656,98,18882,3443645,19840,22920.334,63217.55666795698
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,batchmul,Float32,large,56004816,109,72663861,120662569,78665408,80293608.55555555,6979075.456864645
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,batchmul,Float32,tiny,5040,98,15223,4180686,16381,18361.3433,59007.85608824692
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,batchmul,Float64,medium,1124816,109,360731,413968591,389897,627530.7027232426,4709218.803764174
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,batchmul,Float64,small,16368,98,20603,3005779,21596,26396.0774,63930.295748477954
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,batchmul,Float64,large,112004816,109,154973421,263389371,224609298,207481083.08,42144114.12704376
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,batchmul,Float64,tiny,5264,98,15885,5266371,17141,19518.4286,74000.3523286584
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,batchmul,Complex{Float32},medium,1124816,109,473922,465083388,560808,937692.3087096164,6468785.056398981
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,batchmul,Complex{Float32},small,16368,98,21965,3029619,23059,27604.7138,65984.63945021165
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,batchmul,Complex{Float32},large,112004816,109,229886419,433159899,331372467,316670394.6875,62052676.53528066
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,batchmul,Complex{Float32},tiny,5264,98,16629,5519641,17493,20336.6921,69393.50271005013
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,perm,Complex{Float64},medium,160384,7,18354,4462757,25578.5,44875.2343,165943.7444466609
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,perm,Complex{Float64},small,640,6,188.25117004680186,9819.377535101405,193.4414976599064,314.62702620904844,668.0617619001881
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,perm,Complex{Float64},large,12960384,7,7897900,21233256,11813588,11870956.365795724,2112293.737869959
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,perm,Complex{Float64},tiny,400,6,165.132,10732.174666666666,169.55733333333333,261.05966333333333,664.3266791126025
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,perm,Float32,medium,40384,7,12116,1723713,12860,16564.4886,58859.10181940401
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,perm,Float32,small,448,6,199.22990654205609,10644.745794392524,209.02803738317758,301.69656,711.0771741403786
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,perm,Float32,large,3240384,7,1594622,12172522,2356682,2970112.805125149,1575531.6971153175
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,perm,Float32,tiny,400,6,169.46826516220028,11676.764456981664,175.67348377997178,279.7302660084626,720.9920982152643
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,perm,Float64,medium,80384,7,10298,2962641,12081,18278.7175,82623.88918520177
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,perm,Float64,small,512,6,209.14728682170542,8837.108527131782,213.0746124031008,306.098618992248,685.5544908903755
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,perm,Float64,large,6480384,7,4233542,15083644,5779879,6040489.604116223,1491699.5949276802
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,perm,Float64,tiny,400,6,171.96498599439775,7756.943977591037,176.1778711484594,268.79957394957984,674.0361911563901
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,perm,Complex{Float32},medium,80384,7,10397,1677354,11837.5,17254.0179,74986.37965184549
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,perm,Complex{Float32},small,512,6,182.91090629800308,7843.5929339477725,186.67281105990784,273.4433496159754,611.0746352419941
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,perm,Complex{Float32},large,6480384,7,4275142,12792478,5715385,5873537.970553593,1228244.3924225655
julia,2019-05-22T16:43:13.665,1.1.0,4cf7314e485eeea418bf49d284fd7aa8e86c9e43,perm,Complex{Float32},tiny,400,6,163.69302949061662,9747.313672922251,167.91152815013405,255.35856514745308,662.0786566226915
python-numpy,2019-05-22T14:21:11.856,3.6.7,,matmul,Float32,tiny,,,1957.9892978072166,48657.99564868212,2117.0126274228096,2320.7757937034853,957.7035584354388
python-numpy,2019-05-22T14:21:11.856,3.6.7,,matmul,Float64,tiny,,,1951.9939087331295,58877.04901397228,2148.0373106896877,2334.481391146861,1038.988468951972
python-numpy,2019-05-22T14:21:11.856,3.6.7,,matmul,Complex{Float32},tiny,,,2044.0202206373215,63032.95958787203,2256.0125216841698,2651.107540815015,1142.677497280098
python-numpy,2019-05-22T14:21:11.856,3.6.7,,matmul,Complex{Float64},tiny,,,1953.041646629572,52621.00603431463,2246.0008040070534,2504.5274350060536,1073.9814832313955
python-numpy,2019-05-22T14:21:11.856,3.6.7,,matmul,Float32,small,,,2951.0119929909706,56068.99503618479,3188.03358823061,3690.7204923782924,1448.0467670466705
python-numpy,2019-05-22T14:21:11.856,3.6.7,,matmul,Float64,small,,,3225.9849831461906,102100.02074018121,3423.9492379128933,4256.982860189408,1907.580108969373
python-numpy,2019-05-22T14:21:11.856,3.6.7,,matmul,Complex{Float32},small,,,5748.996045440435,81159.98934954405,5976.005923002958,6489.499543905272,2012.584311222299
python-numpy,2019-05-22T14:21:11.856,3.6.7,,matmul,Complex{Float64},small,,,5758.018232882023,77689.00832161307,6117.974407970905,7008.825692555902,2420.9860780708646
python-numpy,2019-05-22T14:21:11.856,3.6.7,,matmul,Float32,medium,,,2629.996743053198,46700.0063508749,2763.990778476,3092.0391188998083,1096.5315562587828
python-numpy,2019-05-22T14:21:11.856,3.6.7,,matmul,Float64,medium,,,2704.968210309744,68493.01280453801,2862.012479454279,3400.6715101762547,1328.0977925344341
python-numpy,2019-05-22T14:21:11.856,3.6.7,,matmul,Complex{Float32},medium,,,4091.9985622167587,60356.97879269719,4237.983375787735,4640.242568946449,1664.4601103477958
python-numpy,2019-05-22T14:21:11.856,3.6.7,,matmul,Complex{Float64},medium,,,4142.988473176956,3036731.9704964757,4301.02227255702,5563.529230663547,15188.775269642889
python-numpy,2019-05-22T14:21:11.856,3.6.7,,matmul,Float32,large,,,2862.012479454279,14447.025023400784,5470.996256917715,4819.7192462304465,1529.2214312600304
python-numpy,2019-05-22T14:21:11.856,3.6.7,,matmul,Float64,large,,,2981.9784685969353,77840.98852425814,3165.0415621697903,4200.9917600614845,1865.7837373511072
python-numpy,2019-05-22T14:21:11.856,3.6.7,,matmul,Complex{Float32},large,,,4799.047019332647,508411.0307507217,4998.990334570408,6039.061809070332,3631.4197600903963
python-numpy,2019-05-22T14:21:11.856,3.6.7,,matmul,Complex{Float64},large,,,4996.021743863821,79981.9827079773,5415.990017354488,7220.879966775926,2949.7145973213646
python-numpy,2019-05-22T14:21:11.856,3.6.7,,batchmul,Float32,tiny,,,2890.0103643536568,80034.95167940855,3052.9918149113655,3706.0020361452994,1855.975158267713
python-numpy,2019-05-22T14:21:11.856,3.6.7,,batchmul,Float64,tiny,,,2742.0464903116226,72185.99785119295,3022.9566618800163,3391.0580521667257,1614.6720778801596
python-numpy,2019-05-22T14:21:11.856,3.6.7,,batchmul,Complex{Float32},tiny,,,2752.9895305633545,75495.04516646266,3030.989319086075,3413.597552786326,1497.6241450415584
python-numpy,2019-05-22T14:21:11.856,3.6.7,,batchmul,Complex{Float64},tiny,,,2671.0331439971924,64002.000726759434,2938.963007181883,3163.4796461390824,1193.4364902912869
python-numpy,2019-05-22T14:21:11.856,3.6.7,,batchmul,Float32,small,,,10997.988283634186,92825.96874982119,11585.012543946505,12302.919280555032,3418.985782694101
python-numpy,2019-05-22T14:21:11.856,3.6.7,,batchmul,Float64,small,,,12496.020644903183,520055.99718540907,14096.96415066719,16555.70041253569,6095.185224043365
python-numpy,2019-05-22T14:21:11.856,3.6.7,,batchmul,Complex{Float32},small,,,18915.976397693157,112943.99155303836,20199.04786720872,21681.53420272368,5718.975429921394
python-numpy,2019-05-22T14:21:11.856,3.6.7,,batchmul,Complex{Float64},small,,,18580.991309136152,208774.9890051782,20151.02654695511,23403.93897144551,8477.516613529711
python-numpy,2019-05-22T14:21:11.856,3.6.7,,batchmul,Float32,medium,,,8021.015673875809,84041.03573411703,8460.01785248518,9239.076178438097,3043.2947855507427
python-numpy,2019-05-22T14:21:11.856,3.6.7,,batchmul,Float64,medium,,,9064.038749784231,86727.02824696898,9594.019502401352,10307.797976291587,2983.262697139297
python-numpy,2019-05-22T14:21:11.856,3.6.7,,batchmul,Complex{Float32},medium,,,12003.001756966114,512990.98413437605,12641.01592823863,13993.622138571101,5003.451993610868
python-numpy,2019-05-22T14:21:11.856,3.6.7,,batchmul,Complex{Float64},medium,,,11939.962860196829,95640.01811668277,12772.97269552946,14019.43980133115,4222.937879287211
python-numpy,2019-05-22T14:21:11.856,3.6.7,,batchmul,Float32,large,,,9695.999324321747,371429.9527928233,10320.974979549646,13662.64431583421,5410.185433889053
python-numpy,2019-05-22T14:21:11.856,3.6.7,,batchmul,Float64,large,,,10279.007256031036,152823.98089766502,11450.028978288174,13041.803699985543,4743.381514772453
python-numpy,2019-05-22T14:21:11.856,3.6.7,,batchmul,Complex{Float32},large,,,14435.965567827225,93540.99165648222,14722.987543791533,15958.852904542553,4502.6365646819095
python-numpy,2019-05-22T14:21:11.856,3.6.7,,batchmul,Complex{Float64},large,,,14337.01254427433,105571.99129834771,16039.994079619646,19450.821089860856,6326.316465327085
python-numpy,2019-05-22T14:21:11.856,3.6.7,,dot,Float32,tiny,,,1808.0463632941246,67382.00318068266,2018.9909264445305,2192.9430139590613,1074.500021671216
python-numpy,2019-05-22T14:21:11.856,3.6.7,,dot,Float64,tiny,,,1813.9835447072983,73897.01204374433,2012.0060071349144,2361.8053278763296,1242.1357228618426
python-numpy,2019-05-22T14:21:11.856,3.6.7,,dot,Complex{Float32},tiny,,,1847.9768186807632,81571.98317348957,2038.0248315632343,2314.769263717183,1266.898577450988
python-numpy,2019-05-22T14:21:11.856,3.6.7,,dot,Complex{Float64},tiny,,,1800.013706088066,52514.02035355568,1999.0256987512112,2218.439272571225,1001.1687988658734
python-numpy,2019-05-22T14:21:11.856,3.6.7,,dot,Float32,small,,,2465.9675545990467,114553.95724624395,2657.9946279525757,3081.3150892624717,1975.3237720481065
python-numpy,2019-05-22T14:21:11.856,3.6.7,,dot,Float64,small,,,2835.00412479043,107074.97131079435,3042.980097234249,3431.950699646519,2363.4392736950213
python-numpy,2019-05-22T14:21:11.856,3.6.7,,dot,Complex{Float32},small,,,3830.005880445242,84193.0159367621,4199.042450636625,4937.357547618965,2236.089048778535
python-numpy,2019-05-22T14:21:11.856,3.6.7,,dot,Complex{Float64},small,,,3941.997420042753,76366.00639671087,4220.9867388010025,4517.829384285595,1608.9055946766478
python-numpy,2019-05-22T14:21:11.856,3.6.7,,dot,Float32,medium,,,4840.025212615728,78270.0371928513,5235.98282597959,5649.679385605002,1752.6660211859862
python-numpy,2019-05-22T14:21:11.856,3.6.7,,dot,Float64,medium,,,7611.990440636873,83221.99573740363,8268.98030936718,8976.0673369346,2725.751345054227
python-numpy,2019-05-22T14:21:11.856,3.6.7,,dot,Complex{Float32},medium,,,15947.967767715454,178786.98417916894,17269.04883980751,20600.531025939537,6994.518901901458
python-numpy,2019-05-22T14:21:11.856,3.6.7,,dot,Complex{Float64},medium,,,16110.017895698547,100954.95963469148,19714.003428816795,23799.876079709753,7231.219180428068
python-numpy,2019-05-22T14:21:11.856,3.6.7,,dot,Float32,large,,,44444.98335942626,152486.02721840143,44833.4903921932,48627.17378933459,6775.444462573972
python-numpy,2019-05-22T14:21:11.856,3.6.7,,dot,Float64,large,,,84789.99370709062,667813.0012005568,97716.5182121098,105756.38083883318,31569.632690632487
python-numpy,2019-05-22T14:21:11.856,3.6.7,,dot,Complex{Float32},large,,,215000.00730156898,767062.0107091963,232129.0085092187,271826.62106709776,78966.213129173
python-numpy,2019-05-22T14:21:11.856,3.6.7,,dot,Complex{Float64},large,,,230997.9754500091,508192.98485293984,238781.96952864528,256195.53418183883,43601.53959047355
python-numpy,2019-05-22T14:21:11.856,3.6.7,,dot,Float32,huge,,,373223.0397872627,804242.0377023518,403151.9638374448,404344.0322034211,32986.69821828014
python-numpy,2019-05-22T14:21:11.856,3.6.7,,dot,Float64,huge,,,723266.9740915298,1356535.9986387193,784396.0192985833,790014.047957718,28413.264524067177
python-numpy,2019-05-22T14:21:11.856,3.6.7,,dot,Complex{Float32},huge,,,1724271.0455320776,4014139.005448669,2009651.0415896773,2222839.875178923,462211.24138880876
python-numpy,2019-05-22T14:21:11.856,3.6.7,,dot,Complex{Float64},huge,,,1890877.9602497816,3628112.9578128457,1993917.0160796493,2131516.0502126673,317592.07085968455
python-numpy,2019-05-22T14:21:11.856,3.6.7,,trace,Float32,tiny,,,1542.0373529195786,70686.97595968843,1665.9614630043507,1961.8386167608057,1436.9820441663528
python-numpy,2019-05-22T14:21:11.856,3.6.7,,trace,Float64,tiny,,,1483.0147847533226,56961.027439683676,1614.9715520441532,1781.1375411474237,953.4825988677263
python-numpy,2019-05-22T14:21:11.856,3.6.7,,trace,Complex{Float32},tiny,,,1492.9682947695255,70901.99505910277,1647.9752957820892,1827.613617563196,1027.0346499264851
python-numpy,2019-05-22T14:21:11.856,3.6.7,,trace,Complex{Float64},tiny,,,1515.0289982557297,63250.01595541835,1651.0020941495895,1873.3141096292388,1032.5143154785487
